trial_id,inner_optimizer.lr,inner_optimizer.clipping.quantile_level,inner_optimizer.clipping.quantile_lr,val_loss_best,val_loss_best_step,val_loss_final,val_loss_final_step,best_val_loss,best_step
trial_0051,0.05,0.9,0.001,6.063672849110195,275,7.183806385312762,475,6.063672849110195,275
trial_0052,0.05,0.9,0.01,6.093225172587803,50,7.121966191700527,475,6.093225172587803,50
trial_0053,0.05,0.9,0.1,6.037018350192478,50,6.743030411856515,475,6.037018350192478,50
trial_0054,0.05,0.95,0.001,6.019336019243513,275,7.370496375220163,475,6.019336019243513,275
trial_0055,0.05,0.95,0.01,6.103966985430036,50,7.240717990057809,475,6.103966985430036,50
trial_0056,0.05,0.95,0.1,6.073121002742222,275,7.057710238865444,475,6.073121002742222,275
trial_0057,0.05,0.99,0.001,6.020478350775583,275,7.285288504191807,475,6.020478350775583,275
trial_0058,0.05,0.99,0.01,6.016887869153704,275,7.262835366385324,475,6.016887869153704,275
trial_0059,0.05,0.99,0.1,6.048029218401227,275,7.452787569590977,475,6.048029218401227,275
trial_0060,0.1,0.7,0.001,6.080605370657785,50,7.987778731754848,475,6.080605370657785,50
trial_0061,0.1,0.7,0.01,5.964517576353891,275,6.287697230066572,475,5.964517576353891,275
trial_0062,0.1,0.7,0.1,5.964621441704886,50,6.4645852361406595,475,5.964621441704886,50
trial_0063,0.1,0.8,0.001,5.9828353609357565,450,7.542670692716326,475,5.9828353609357565,450
trial_0064,0.1,0.8,0.01,5.734988825661795,450,6.112907835415432,475,5.734988825661795,450
trial_0065,0.1,0.8,0.1,5.91861765725272,50,6.482688358851841,475,5.91861765725272,50
trial_0066,0.1,0.9,0.001,5.969079869134085,275,8.119029760360718,475,5.969079869134085,275
trial_0067,0.1,0.9,0.01,6.04701338495527,450,7.301767008645194,475,6.04701338495527,450
trial_0068,0.1,0.9,0.1,5.813373684883118,275,6.751935720443726,475,5.813373684883118,275
trial_0069,0.1,0.95,0.001,6.042795760290963,450,8.018772397722516,475,6.042795760290963,450
trial_0070,0.1,0.95,0.01,6.070043121065412,275,7.7637848172869,475,6.070043121065412,275
trial_0071,0.1,0.95,0.1,6.003509896142142,275,6.895360946655273,475,6.003509896142142,275
trial_0072,0.1,0.99,0.001,5.999410731451852,425,7.896583114351545,475,5.999410731451852,425
trial_0074,0.1,0.99,0.1,6.024430343082973,275,8.637817246573311,475,6.024430343082973,275
trial_0073,0.1,0.99,0.01,6.067673342568534,50,8.151707172393799,475,6.067673342568534,50
